Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
SZT2-AS1	SZT2 Antisense RNA 1	RNA Gene		17	GC01M043447	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SZT2-AS1	True	False	False	False	False
TAAR1	Trace Amine Associated Receptor 1	Protein Coding	Q96RJ0	50	GC06M132644	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR1	True	True	True	False	True
TAAR6	Trace Amine Associated Receptor 6	Protein Coding	Q96RI8	44	GC06P132570	0.423054456710815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR6	False	False	False	False	True
TAAR7P	Trace Amine Associated Receptor 7, Pseudogene	Pseudogene		9	GC06P132559	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR7P	True	False	True	False	False
TAAR8	Trace Amine Associated Receptor 8	Protein Coding	Q969N4	37	GC06P132552	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR8	True	False	True	False	False
TAAR9	Trace Amine Associated Receptor 9	Protein Coding	Q96RI9	39	GC06P132538	0.613481640815735	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR9	True	False	False	False	False
TAB1	TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1	Protein Coding	Q15750	55	GC22P092180	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1	True	True	True	False	False
TAB2	TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2	Protein Coding	Q9NYJ8	60	GC06P183541	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB2	True	True	True	False	False
TAC1	Tachykinin Precursor 1	Protein Coding	P20366	54	GC07P097734	4.21768760681152	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC1	True	True	True	False	True
TAC3	Tachykinin Precursor 3	Protein Coding	Q9UHF0	54	GC12M060450	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC3	True	True	True	False	False
TACC1	Transforming Acidic Coiled-Coil Containing Protein 1	Protein Coding	O75410	51	GC08P038728	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC1	True	True	False	False	False
TACC2	Transforming Acidic Coiled-Coil Containing Protein 2	Protein Coding	O95359	45	GC10P121989	0.584532201290131	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC2	True	True	False	False	False
TACC3	Transforming Acidic Coiled-Coil Containing Protein 3	Protein Coding	Q9Y6A5	55	GC04P029503	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC3	False	True	True	True	False
TACO1	Translational Activator Of Cytochrome C Oxidase I	Protein Coding	Q9BSH4	52	GC17P063600	7.31420087814331	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACO1	True	True	False	False	False
TACR1	Tachykinin Receptor 1	Protein Coding	P25103	59	GC02M075860	4.10738897323608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1	True	True	True	False	True
TACR2	Tachykinin Receptor 2	Protein Coding	P21452	55	GC10M069403	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR2	False	True	True	False	False
TACR3	Tachykinin Receptor 3	Protein Coding	P29371	62	GC04M103586	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR3	True	True	True	False	True
TACR3-AS1	TACR3 Antisense RNA 1	RNA Gene		16	GC04P103547	0.935057759284973	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR3-AS1	True	True	False	False	False
TACSTD2	Tumor Associated Calcium Signal Transducer 2	Protein Coding	P09758	58	GC01M058575	0.285715848207474	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACSTD2	False	False	False	False	True
TADA2A	Transcriptional Adaptor 2A	Protein Coding	O75478	48	GC17P037406	1.85694813728333	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2A	False	True	False	False	False
TAF1	TATA-Box Binding Protein Associated Factor 1	Protein Coding	P21675	61	GC0XP071366	14.5442428588867	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1	True	True	True	False	True
TAF11	TATA-Box Binding Protein Associated Factor 11	Protein Coding	Q15544	47	GC06M106620	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF11	True	False	False	False	False
TAF12	TATA-Box Binding Protein Associated Factor 12	Protein Coding	Q16514	48	GC01M034882	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF12	False	True	False	False	False
TAF13	TATA-Box Binding Protein Associated Factor 13	Protein Coding	Q15543	51	GC01M109062	7.80601024627686	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF13	False	True	False	False	False
TAF15	TATA-Box Binding Protein Associated Factor 15	Protein Coding	Q92804	55	GC17P154490	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF15	True	True	True	False	False
TAF1B	TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit B	Protein Coding	Q53T94	45	GC02P009845	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1B	True	False	False	False	False
TAF1C	TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit C	Protein Coding	Q15572	50	GC16M084177	3.84890604019165	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1C	False	True	False	False	False
TAF2	TATA-Box Binding Protein Associated Factor 2	Protein Coding	Q6P1X5	52	GC08M119730	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF2	True	True	False	False	True
TAF3	TATA-Box Binding Protein Associated Factor 3	Protein Coding	Q5VWG9	43	GC10P007860	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF3	False	True	False	False	False
TAF4	TATA-Box Binding Protein Associated Factor 4	Protein Coding	O00268	54	GC20M062012	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF4	False	True	True	False	True
TAF5	TATA-Box Binding Protein Associated Factor 5	Protein Coding	Q15542	47	GC10P124584	0.573625922203064	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF5	True	True	False	False	False
TAF5L	TATA-Box Binding Protein Associated Factor 5 Like	Protein Coding	O75529	47	GC01M229593	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF5L	False	True	False	False	False
TAF6	TATA-Box Binding Protein Associated Factor 6	Protein Coding	P49848	52	GC07M106711	11.1269950866699	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF6	True	True	False	False	False
TAF7L	TATA-Box Binding Protein Associated Factor 7 Like	Protein Coding	Q5H9L4	44	GC0XM101268	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF7L	True	False	False	False	False
TAF8	TATA-Box Binding Protein Associated Factor 8	Protein Coding	Q7Z7C8	47	GC06P042050	0.516393601894379	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF8	False	True	False	False	False
TAF9	TATA-Box Binding Protein Associated Factor 9	Protein Coding	Q16594	51	GC05M081260	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9	False	True	False	False	False
TAF9B	TATA-Box Binding Protein Associated Factor 9b	Protein Coding	Q9HBM6	46	GC0XM078129	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9B	False	True	True	False	False
TAF9BP2	TATA-Box Binding Protein Associated Factor 9b Pseudogene 2	Pseudogene		8	GC10P114809	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9BP2	True	False	False	False	False
TAF9P3	TATA-Box Binding Protein Associated Factor 9 Pseudogene 3	Pseudogene		9	GC19P152312	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9P3	False	False	False	True	False
TAFA1	TAFA Chemokine Like Family Member 1	Protein Coding	Q7Z5A9	45	GC03P067992	2.45502948760986	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA1	True	True	False	False	False
TAFA2	TAFA Chemokine Like Family Member 2	Protein Coding	Q8N3H0	44	GC12M061709	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA2	False	False	True	False	False
TAFA3	TAFA Chemokine Like Family Member 3	Protein Coding	Q7Z5A8	35	GC01P113381	2.79092741012573	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA3	True	False	False	False	False
TAFA4	TAFA Chemokine Like Family Member 4	Protein Coding	Q96LR4	39	GC03M068714	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA4	True	False	False	False	False
TAFA5	TAFA Chemokine Like Family Member 5	Protein Coding	Q7Z5A7	44	GC22P092431	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA5	True	False	False	False	False
TAFAZZIN	Tafazzin, Phospholipid-Lysophospholipid Transacylase	Protein Coding	Q16635	54	GC0XP155189	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFAZZIN	True	True	False	False	True
TAGAP	T Cell Activation RhoGTPase Activating Protein	Protein Coding	Q8N103	49	GC06M159034	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGAP	True	False	False	False	False
TAGLN	Transgelin	Protein Coding	Q01995	57	GC11P117199	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGLN	True	False	False	False	False
TAGLN2	Transgelin 2	Protein Coding	P37802	53	GC01M159918	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGLN2	False	True	True	False	False
TALDO1	Transaldolase 1	Protein Coding	P37837	59	GC11P020264	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TALDO1	False	True	False	False	False
TAMALIN	Trafficking Regulator And Scaffold Protein Tamalin	Protein Coding	Q7Z6J2	41	GC12P075179	2.15061140060425	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAMALIN	False	True	False	False	False
TANC1	Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 1	Protein Coding	Q9C0D5	42	GC02P158968	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC1	False	True	True	False	False
TANC2	Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 2	Protein Coding	Q9HCD6	48	GC17P155340	14.2923822402954	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC2	True	True	False	False	True
TANGO2	Transport And Golgi Organization 2 Homolog	Protein Coding	Q6ICL3	47	GC22P020017	9.51090335845947	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO2	True	True	False	False	True
TANGO6	Transport And Golgi Organization 6 Homolog	Protein Coding	Q9C0B7	41	GC16P068843	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO6	True	True	False	False	False
TANK	TRAF Family Member Associated NFKB Activator	Protein Coding	Q92844	55	GC02P161136	1.06507909297943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANK	True	True	False	False	False
TANK-AS1	TANK Antisense RNA 1	RNA Gene		12	GC02M161068	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANK-AS1	True	True	False	False	False
TAOK1	TAO Kinase 1	Protein Coding	Q7L7X3	57	GC17P154322	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK1	True	True	True	False	True
TAOK2	TAO Kinase 2	Protein Coding	Q9UL54	53	GC16P120998	12.6433553695679	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK2	False	True	False	False	False
TAOK3	TAO Kinase 3	Protein Coding	Q9H2K8	51	GC12M118149	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK3	True	False	True	False	False
TAP1	Transporter 1, ATP Binding Cassette Subfamily B Member	Protein Coding	Q03518	61	GC06M106547	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP1	True	True	True	False	False
TAP2	Transporter 2, ATP Binding Cassette Subfamily B Member	Protein Coding	Q03519	58	GC06M032821	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP2	True	True	True	False	False
TAPBP	TAP Binding Protein	Protein Coding	O15533	55	GC06M033299	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAPBP	True	True	False	False	False
TARBP1	TRNA Guanosine 2 -O-Methyltransferase TARBP1	Protein Coding	Q13395	49	GC01M234391	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP1	True	True	False	False	False
TARBP2	TARBP2 Subunit Of RISC Loading Complex	Protein Coding	Q15633	50	GC12P075291	0.657264471054077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP2	True	True	False	False	False
TARDBP	TAR DNA Binding Protein	Protein Coding	Q13148	60	GC01P075344	20.357063293457	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP	True	True	True	False	True
TARDBPP3	TARDBP Pseudogene 3	Pseudogene		9	GC02P241462	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBPP3	False	False	True	False	False
TARS1	Threonyl-TRNA Synthetase 1	Protein Coding	P26639	54	GC05P033761	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS1	False	True	True	False	False
TARS2	Threonyl-TRNA Synthetase 2, Mitochondrial	Protein Coding	Q9BW92	55	GC01P176487	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS2	True	True	True	False	False
TARS3	Threonyl-TRNA Synthetase 3	Protein Coding	A2RTX5	44	GC15M165978	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS3	False	True	False	False	False
TAS2R1	Taste 2 Receptor Member 1	Protein Coding	Q9NYW7	45	GC05M009630	3.50513696670532	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R1	False	True	False	False	False
TAS2R16	Taste 2 Receptor Member 16	Protein Coding	Q9NYV7	45	GC07M122994	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R16	False	True	False	False	False
TAS2R3	Taste 2 Receptor Member 3	Protein Coding	Q9NYW6	40	GC07P167781	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R3	False	True	False	False	False
TAS2R38	Taste 2 Receptor Member 38	Protein Coding	P59533	48	GC07M141972	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R38	False	True	True	False	False
TAS2R40	Taste 2 Receptor Member 40	Protein Coding	P59535	41	GC07P143222	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R40	False	True	False	False	False
TAS2R5	Taste 2 Receptor Member 5	Protein Coding	Q9NYW4	35	GC07P167783	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R5	False	True	False	False	False
TAS2R60	Taste 2 Receptor Member 60	Protein Coding	P59551	38	GC07P143443	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R60	False	True	False	False	False
TASL	TLR Adaptor Interacting With Endolysosomal SLC15A4	Protein Coding	Q9HAI6	38	GC0XM030559	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TASL	True	True	False	False	False
TASOR2	Transcription Activation Suppressor Family Member 2	Protein Coding	Q5VWN6	36	GC10P005684	0.826653361320496	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TASOR2	False	True	False	False	False
TASP1	Taspase 1	Protein Coding	Q9H6P5	49	GC20M013105	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TASP1	True	False	False	False	False
TAT	Tyrosine Aminotransferase	Protein Coding	P17735	58	GC16M071565	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAT	True	True	True	False	False
TAX1BP1	Tax1 Binding Protein 1	Protein Coding	Q86VP1	54	GC07P027739	4.01103782653809	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAX1BP1	False	True	True	False	False
TAX1BP3	Tax1 Binding Protein 3	Protein Coding	O14907	48	GC17M096018	0.5269615650177	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAX1BP3	True	True	False	False	False
TBC1D10A	TBC1 Domain Family Member 10A	Protein Coding	Q9BXI6	44	GC22M030291	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D10A	True	False	False	False	False
TBC1D10B	TBC1 Domain Family Member 10B	Protein Coding	Q4KMP7	41	GC16M030357	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D10B	False	True	False	False	False
TBC1D15	TBC1 Domain Family Member 15	Protein Coding	Q8TC07	50	GC12P071839	4.55445003509521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D15	False	False	True	False	True
TBC1D17	TBC1 Domain Family Member 17	Protein Coding	Q9HA65	45	GC19P049877	1.72670316696167	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D17	False	False	True	False	False
TBC1D2	TBC1 Domain Family Member 2	Protein Coding	Q9BYX2	44	GC09M098198	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D2	True	False	False	False	False
TBC1D20	TBC1 Domain Family Member 20	Protein Coding	Q96BZ9	50	GC20M000423	7.43062496185303	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D20	True	True	False	False	False
TBC1D22A	TBC1 Domain Family Member 22A	Protein Coding	Q8WUA7	42	GC22P046762	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D22A	True	False	True	False	False
TBC1D22B	TBC1 Domain Family Member 22B	Protein Coding	Q9NU19	40	GC06P182030	0.379151344299316	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D22B	True	True	False	False	False
TBC1D23	TBC1 Domain Family Member 23	Protein Coding	Q9NUY8	50	GC03P100260	0.520283102989197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D23	True	True	True	False	True
TBC1D24	TBC1 Domain Family Member 24	Protein Coding	Q9ULP9	51	GC16P002475	14.3993396759033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D24	True	True	True	False	True
TBC1D28	TBC1 Domain Family Member 28	Protein Coding	Q2M2D7	32	GC17M096509	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D28	False	True	False	False	False
TBC1D2B	TBC1 Domain Family Member 2B	Protein Coding	Q9UPU7	48	GC15M077984	0.736529111862183	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D2B	False	True	False	False	False
TBC1D30	TBC1 Domain Family Member 30	Protein Coding	Q9Y2I9	42	GC12P075706	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D30	False	True	False	False	False
TBC1D32	TBC1 Domain Family Member 32	Protein Coding	Q96NH3	45	GC06M121079	0.562145709991455	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D32	True	True	False	False	False
TBC1D3B	TBC1 Domain Family Member 3B	Protein Coding	A6NDS4	34	GC17M096903	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3B	False	True	False	False	False
TBC1D3D	TBC1 Domain Family Member 3D	Protein Coding	A0A087WVF3	21	GC17P154620	0.854199051856995	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3D	False	True	False	False	False
TBC1D3F	TBC1 Domain Family Member 3F	Protein Coding	A6NER0	35	GC17M036428	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3F	False	True	False	False	False
TBC1D3G	TBC1 Domain Family Member 3G	Protein Coding	Q6DHY5	35	GC17P154528	1.58852636814117	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3G	False	True	False	False	False
TBC1D3H	TBC1 Domain Family Member 3H	Protein Coding	P0C7X1	30	GC17M096947	2.06907320022583	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3H	True	True	False	False	False
TBC1D3I	TBC1 Domain Family Member 3I	Protein Coding	A0A087WXS9	15	GC17M036253	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3I	False	True	False	False	False
TBC1D3K	TBC1 Domain Family Member 3K	Protein Coding	A0A087X1G2	22	GC17P037923	1.58852636814117	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3K	False	True	False	False	False
TBC1D3L	TBC1 Domain Family Member 3L	Protein Coding	B9A6J9	15	GC17M096999	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3L	False	True	False	False	False
TBC1D3P2	TBC1 Domain Family Member 3 Pseudogene 2	Pseudogene		12	GC17M062264	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3P2	False	False	True	False	False
TBC1D5	TBC1 Domain Family Member 5	Protein Coding	Q92609	50	GC03M017157	0.984545171260834	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D5	True	False	True	False	False
TBC1D7	TBC1 Domain Family Member 7	Protein Coding	Q9P0N9	51	GC06M013266	7.80490779876709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D7	False	True	False	False	False
TBC1D7-LOC100130357	TBC1D7-LOC100130357 Readthrough	Protein Coding		12	GC06M013323	0.161217644810677	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D7-LOC100130357	False	True	False	False	False
TBC1D8	TBC1 Domain Family Member 8	Protein Coding	O95759	41	GC02M101007	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D8	False	False	True	False	False
TBC1D9	TBC1 Domain Family Member 9	Protein Coding	Q6ZT07	45	GC04M140621	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D9	True	True	True	False	False
TBC1D9B	TBC1 Domain Family Member 9B	Protein Coding	Q66K14	38	GC05M179862	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D9B	False	True	True	False	False
TBCA	Tubulin Folding Cofactor A	Protein Coding	O75347	47	GC05M077691	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCA	False	True	True	False	False
TBCB	Tubulin Folding Cofactor B	Protein Coding	Q99426	53	GC19P152411	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCB	False	False	True	False	False
TBCD	Tubulin Folding Cofactor D	Protein Coding	Q9BTW9	52	GC17P082752	7.66376829147339	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCD	True	True	False	False	True
TBCE	Tubulin Folding Cofactor E	Protein Coding	Q15813	52	GC01P235367	7.82202625274658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCE	True	True	False	False	False
TBCEL	Tubulin Folding Cofactor E Like	Protein Coding	Q5QJ74	42	GC11P121024	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCEL	True	False	False	False	False
TBCK	TBC1 Domain Containing Kinase	Protein Coding	Q8TEA7	52	GC04M106041	9.4030065536499	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCK	True	True	False	False	False
TBK1	TANK Binding Kinase 1	Protein Coding	Q9UHD2	62	GC12P075684	15.9825010299683	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1	False	True	True	False	False
TBKBP1	TBK1 Binding Protein 1	Protein Coding	A7MCY6	47	GC17P047694	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBKBP1	False	False	True	False	False
TBL1X	Transducin Beta Like 1 X-Linked	Protein Coding	O60907	52	GC0XP009463	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X	True	True	True	True	False
TBL1XR1	TBL1X/Y Related 1	Protein Coding	Q9BZK7	58	GC03M177019	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1XR1	True	True	True	False	True
TBL1XR1-AS1	TBL1XR1 Antisense RNA 1	RNA Gene		21	GC03P177037	3.98570108413696	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1XR1-AS1	False	True	False	False	False
TBL1Y	Transducin Beta Like 1 Y-Linked	Protein Coding	Q9BQ87	44	GC0YP006910	3.4992778301239	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1Y	False	True	False	False	False
TBL2	Transducin Beta Like 2	Protein Coding	Q9Y4P3	50	GC07M080955	9.77037334442139	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2	True	True	False	False	False
TBL3	Transducin Beta Like 3	Protein Coding	Q12788	47	GC16P120162	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL3	False	False	True	False	False
TBP	TATA-Box Binding Protein	Protein Coding	P20226	62	GC06P170554	18.8880634307861	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP	True	True	True	False	True
TBPL1	TATA-Box Binding Protein Like 1	Protein Coding	P62380	49	GC06P133952	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBPL1	False	False	True	False	False
TBR1	T-Box Brain Transcription Factor 1	Protein Coding	Q16650	54	GC02P161416	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBR1	True	True	True	False	True
TBRG4	Transforming Growth Factor Beta Regulator 4	Protein Coding	Q969Z0	40	GC07M045100	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBRG4	False	True	False	False	False
TBX1	T-Box Transcription Factor 1	Protein Coding	O43435	54	GC22P091527	11.305438041687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX1	True	True	False	False	True
TBX10	T-Box Transcription Factor 10	Protein Coding	O75333	44	GC11M067631	0.657264471054077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX10	True	True	False	False	False
TBX15	T-Box Transcription Factor 15	Protein Coding	Q96SF7	50	GC01M118883	0.657264471054077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX15	True	True	False	False	False
TBX18	T-Box Transcription Factor 18	Protein Coding	O95935	54	GC06M084687	7.69039249420166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX18	True	True	False	False	False
TBX19	T-Box Transcription Factor 19	Protein Coding	O60806	50	GC01P168280	7.43062496185303	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX19	False	True	False	False	False
TBX2	T-Box Transcription Factor 2	Protein Coding	Q13207	60	GC17P061399	8.42692184448242	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX2	True	True	False	False	False
TBX20	T-Box Transcription Factor 20	Protein Coding	Q9UMR3	53	GC07M035237	1.18748533725739	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX20	True	True	False	False	False
TBX21	T-Box Transcription Factor 21	Protein Coding	Q9UL17	59	GC17P047733	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21	True	True	False	False	False
TBX22	T-Box Transcription Factor 22	Protein Coding	Q9Y458	47	GC0XP080014	0.821913123130798	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX22	True	True	False	False	False
TBX3	T-Box Transcription Factor 3	Protein Coding	O15119	57	GC12M114670	0.657264471054077	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX3	True	True	False	False	False
TBX4	T-Box Transcription Factor 4	Protein Coding	P57082	52	GC17P155303	7.69039249420166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX4	True	True	False	False	False
TBX5	T-Box Transcription Factor 5	Protein Coding	Q99593	57	GC12M114353	2.93477535247803	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX5	True	True	False	False	False
